0	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.24e-48	189
1	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.30e-48	189
3	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.27e-48	189
4	RNVU1-15-201|snRNA	98.462	65	1	0	1	65	61	125	2.00e-26	115
5	RNVU1-15-201|snRNA	98.413	63	1	0	1	63	61	123	2.47e-25	111
6	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.32e-48	189
7	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.30e-48	189
8	RNVU1-15-201|snRNA	97.826	46	1	0	1	46	61	106	4.32e-16	80.5
9	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.27e-48	189
10	RNVU1-15-201|snRNA	97.917	48	1	0	1	48	61	108	3.47e-17	84.2
11	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.22e-48	189
12	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.35e-48	189
13	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.30e-48	189
14	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.27e-48	189
15	RNVU1-15-201|snRNA	98.438	64	1	0	1	64	61	124	7.04e-26	113
16	RNVU1-15-201|snRNA	99.048	105	1	0	1	105	61	165	2.32e-48	189
17	RNU1-28P-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	RNU1-27P-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	U1.27-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	U1.40-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	RNVU1-18-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	RNU1-2-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	RNU1-4-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	RNU1-3-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	RNU1-1-201|snRNA	98.925	93	1	0	12	104	72	164	1.01e-41	167
17	RNVU1-7-201|snRNA	97.849	93	2	0	12	104	72	164	4.72e-40	161
17	U1.22-201|snRNA	97.849	93	2	0	12	104	72	164	4.72e-40	161
